pair_address,token_address,estrato,sync_count,mint_count,burn_count,transfer_count,token0_decimals,token1_decimals,first_block,last_block,lifespan_blocks,active_days,last_event_type,terminal_burn_flag,transfers_count,unique_senders,unique_recipients,total_value,top3_n,concentration_top3,burn_ratio
0x78a8805acf5d1a7b28a83d79bccda0def40b4335,0xebf919584021075d3f7bf3d6cf1c6dc318221eff,bajo,9,1,1,4,18,18,10956992.0,10957579.0,587.0,0.0866087962962963,burn,1.0,10.0,5.0,7.0,1.7239135258430614e+22,6.0,0.6,0.5
0xa5ffe698f774ef96871a9641ff2b56b8ab97fc12,0x219865b49bea3a1638084cd1e8c6c87e36de308f,bajo,9,6,2,11,18,18,12586083.0,12857613.0,271530.0,42.29604166666667,burn,1.0,43.0,11.0,20.0,1.4917069672642946e+28,17.0,0.3953488372093023,0.2857142857142857
0x7e47c5c0fe5838e9c29735923547b388bf95b7b7,0xfa235907a2705f3b55b222b29bb4637549fd3d28,bajo,14,1,1,6,18,18,13150967.0,13206210.0,55243.0,8.538819444444444,burn,1.0,30.0,7.0,12.0,4.0253898879863613e+30,20.0,0.6666666666666666,0.5
0xe5c1ad5f6f3f051cccebf9236e712dd1bf45b61a,0xcccdb294b52fc00051bf694fc798efee33bc0358,bajo,13,1,1,4,18,18,12664687.0,12688763.0,24076.0,3.7582060185185187,burn,1.0,15.0,4.0,13.0,3.835923727223247e+30,5.0,0.3333333333333333,0.5
0xe89052e63a5914ed4fb5e5b7d507c36b8b7a4386,0x81835d805d3b4baeaf31655ee62fa6b7cafdb599,bajo,9,5,1,8,18,18,12358068.0,12358219.0,151.0,0.023113425925925926,burn,1.0,11.0,4.0,5.0,1.0005857772515537e+33,9.0,0.8181818181818182,0.16666666666666666
0x63d6acffb0f747c601ed6e0b58c1c2ce0ce72d60,0x43da623816e6249cdd8462a426d8fce9164dfd8c,bajo,8,1,1,4,18,18,11105564.0,11113070.0,7506.0,1.1500462962962963,burn,1.0,201.0,5.0,199.0,9.190095639810415e+24,5.0,0.024875621890547265,0.5
0x8d2e516e661fea86dcc64094d33c78a7f6a90c66,0xd4ecdf665de33427c293ba178f4da2bd09d52a8e,bajo,11,1,0,2,18,18,,,,,,,,,,,,,0.0
0xa2829dda978ec1b2307fb431760db1f4d33c675e,0x7300eab43eeeaf3e4cf55573a4cf386347d2bcad,bajo,17,1,1,5,18,18,12257093.0,12257235.0,142.0,0.022789351851851852,sync,0.0,19.0,4.0,16.0,3.6614916368486116e+32,6.0,0.3157894736842105,0.5
0x8b5ed5d0cd94c49597cba3a8a89a6f7ec673127e,0x04b36ce1a6e8f6255ee82c9647f6357e2f4668e8,bajo,7,1,1,4,18,18,12609293.0,12609412.0,119.0,0.01758101851851852,burn,1.0,9.0,4.0,8.0,1.9203810953399783e+26,4.0,0.4444444444444444,0.5
0x8b662f167916ac9095d0687d185f568fb21b8647,0x3eee07d48dab5ba20e414fcefd9d1a0fa92e1bda,bajo,9,1,1,4,18,18,10999981.0,11000749.0,768.0,0.11767361111111112,burn,1.0,11.0,5.0,7.0,2.699574939521075e+24,7.0,0.6363636363636364,0.5
0xa66f81d1b7e75a55eb65665a1d00d6c984c131be,0xb16d7fab1b733fae97abf6a280411de3e55b39e0,bajo,18,1,0,4,18,18,11454426.0,11465959.0,11533.0,1.7657060185185185,sync,0.0,20.0,7.0,10.0,2.7674217172257913e+27,13.0,0.65,0.0
0x561f325c2d5c2ec3ee09ccc637d9a4c206b631ac,0xf8b41354cb29ce8b43b532d2baa06f15b0ecbb10,bajo,8,1,1,4,18,18,12585717.0,12588568.0,2851.0,0.45064814814814813,burn,1.0,10.0,4.0,9.0,2.9782497596802178e+23,4.0,0.4,0.5
0xd94c4ea89d69fbdff4b4bac9fb115fb4dda056de,0x87654bf470056d7f13b2be176b6c76ea7d97e10d,bajo,8,1,1,4,18,18,10768765.0,11063403.0,294638.0,45.44619212962963,burn,1.0,9.0,4.0,7.0,4.365649836282761e+20,5.0,0.5555555555555556,0.5
0xb7ad6abb269537fa07da4fffd66059e84451877c,0xe33cd1de64508f19ecc2f5dbf6ef443f7c4fb00a,bajo,17,1,1,4,18,18,13075533.0,13075639.0,106.0,0.01800925925925926,burn,1.0,21.0,9.0,14.0,3.419736465957299e+30,10.0,0.47619047619047616,0.5
0xc338c3da844da89eb5bb373130cffc1847be6d27,0xed179413da4ee6bdc8f7ac6be5f023560b60314b,bajo,22,1,1,4,18,18,12601210.0,12601426.0,216.0,0.031053240740740742,burn,1.0,27.0,6.0,23.0,2.6044689940620754e+24,7.0,0.25925925925925924,0.5
0x71c1d314db8850f95a499246e45cc03146df29dd,0x30101bdb477776e7e3b3e3659bb2b5515952b656,bajo,18,1,1,4,18,18,12490094.0,12490596.0,502.0,0.080625,burn,1.0,20.0,8.0,13.0,1.9921839026092065e+31,10.0,0.5,0.5
0x4fa1311bbf86bcce0651a9e823db4e3a238717c1,0x7278264d96813f2b22cff0f543e2a3973467d0ea,bajo,25,5,3,16,18,18,12235542.0,12326286.0,90744.0,14.007314814814816,sync,0.0,76.0,9.0,19.0,1.9352795401993932e+30,55.0,0.7236842105263158,0.5
0x4c608ab8ab7e593ba96d9bbe201783d36f726523,0xe7e9adc235360c2b6c53f68f6fba58d0955790fd,bajo,6,1,1,4,18,18,12286742.0,12286782.0,40.0,0.005405092592592592,burn,1.0,8.0,5.0,6.0,3.871095742315263e+20,5.0,0.625,0.5
0xa57cce8c5c5428b306f039a0c5926f6a70d91e3e,0xd7b1d6e053c6109e74df127006098ab9605e303a,bajo,9,4,2,9,18,18,11124575.0,11124698.0,123.0,0.019814814814814816,burn,1.0,13.0,5.0,5.0,5.343002794912928e+21,11.0,0.8461538461538461,0.4
0x5f1157264e23112b491c8f5bcde00566fe9023de,0x0706b4398c99d6494028be68ccdbd668a8e4a99f,bajo,10,1,1,4,18,18,12700915.0,12701261.0,346.0,0.05369212962962963,burn,1.0,13.0,4.0,10.0,2.9642836840234647e+33,6.0,0.46153846153846156,0.5
0x2c8b78926ceb653225e741028966fadd5456f762,0x2ad63a2b7e6eade59ba1e0d2777bd5e963613877,bajo,14,1,1,4,18,18,12311237.0,12311321.0,84.0,0.014016203703703704,burn,1.0,18.0,8.0,10.0,4.2912905343529556e+26,11.0,0.6111111111111112,0.5
0x966b5651e0528767af7bd8613b4f6bbe16255017,0xe6fbca3863a667b5f22952c283edd1b51f9fd152,bajo,18,1,12,26,18,18,11226166.0,11260811.0,34645.0,5.318923611111111,burn,1.0,60.0,3.0,5.0,3.0327707296e+21,54.0,0.9,6.0
0x066854b5445d19fca0f4c053632b80f8a5ca6a6a,0x09582cc82869e4548a908df39be6b2cef9427f33,bajo,15,1,1,4,18,18,12602078.0,12602107.0,29.0,0.0061342592592592594,burn,1.0,19.0,9.0,11.0,4.84751396610162e+30,11.0,0.5789473684210527,0.5
0x1fd0376816edddb3b682ece758b6b1ffaa1d03c3,0x7c4eb342a0298f8d8e0e6ac3e1f3efae0c7ea655,bajo,13,1,1,4,18,18,11109236.0,11111345.0,2109.0,0.3302083333333333,burn,1.0,15.0,5.0,11.0,2.4926235419728314e+23,7.0,0.4666666666666667,0.5
0x21c0238c4121f0f5b39d63fdb3b947e9f8164be7,0xf567e2747480ec9feeec18de46afe5d74e5fd2ec,bajo,7,2,2,15,18,18,11542357.0,11561890.0,19533.0,3.002847222222222,burn,1.0,47.0,7.0,11.0,1.7534963941722024e+22,36.0,0.7659574468085106,0.6666666666666666
0x781de89ee838936392bc838abf8a60a33e199227,0x2524c1ea165f884ac42c7e1369219a1f59870650,bajo,7,1,0,2,18,18,11567806.0,11600345.0,32539.0,4.985995370370371,sync,0.0,14.0,5.0,8.0,1.113106099510919e+24,9.0,0.6428571428571429,0.0
0x95d27b2e4d48b4e6cbe346d31c90abe3fe016e98,0x103f3c536ee29b45757991f080cc0db71791d4fe,bajo,25,3,2,10,2,18,11464932.0,12151300.0,686368.0,105.5158912037037,burn,1.0,38.0,11.0,17.0,6409194210.0,17.0,0.4473684210526316,0.5
0xf72fe4a91c29662a2cd49580d849613516a62574,0xfbf1e2c2a05ab39538cc0cd8edd65cfb5ee56829,bajo,9,1,1,4,18,18,10414887.0,10415231.0,344.0,0.05340277777777778,burn,1.0,12.0,4.0,9.0,2.8402801078849905e+25,6.0,0.5,0.5
0xa13f0e8b12356f4dc1779e91ef63a152b646a1fb,0x97215b40e454b435d2871c9a74e9939133a58089,bajo,6,1,1,4,18,18,10397373.0,10397398.0,25.0,0.003912037037037037,burn,1.0,12.0,6.0,7.0,23010664587014.0,8.0,0.6666666666666666,0.5
0xf4b2a1bb7f220444fddc6a619ca5305c2f74386f,0x803a61fde7aeac9cfd0b8e032e8655254b0fbdab,bajo,25,1,1,4,18,18,12845924.0,12846109.0,185.0,0.02556712962962963,burn,1.0,27.0,8.0,22.0,2.1528085932786917e+33,8.0,0.2962962962962963,0.5
0x2e89cd3374d87541d607bf92ccb15c8a9d46ba65,0xfdb615d6a15f929ddabc6b83a4f1cf9d361b064e,bajo,18,3,0,4,18,18,11239015.0,12923622.0,1684607.0,260.03770833333334,sync,0.0,230.0,64.0,86.0,1.527177477254088e+23,63.0,0.27391304347826084,0.0
0xeb092944076521b3d1bc1839fa2290a07b84d879,0x3667055da4e935c1be7a60c961d9505ceff9272a,bajo,15,1,1,4,18,18,12989461.0,12994425.0,4964.0,0.7644560185185185,burn,1.0,17.0,4.0,12.0,3.060500599693998e+30,8.0,0.47058823529411764,0.5
0xdaaf8a0da1411497190101a827f642150e4850b2,0x3dae9991d97d0b98f83b0462a34ec4f68527ff41,bajo,6,1,1,4,18,18,11006304.0,11006409.0,105.0,0.01570601851851852,burn,1.0,7.0,4.0,5.0,5.430836991711443e+22,5.0,0.7142857142857143,0.5
0xbeebfa456113561eedb00c0a9db7b026ac7ee13b,0x427d5ddc79490fdf91b3cddcc2729a995d1d6156,bajo,7,1,1,4,18,18,10393378.0,10397146.0,3768.0,0.5799421296296297,burn,1.0,8.0,5.0,6.0,3.0364648230435433e+26,5.0,0.625,0.5
0x6a54627e1c2a38f02a993349bc8662a9fa6e1cab,0xac052b053a073bb64d6db4559140901c5756eb26,bajo,7,1,1,4,18,18,11161814.0,11163685.0,1871.0,0.2920949074074074,burn,1.0,9.0,4.0,8.0,1.0005756779130174e+29,4.0,0.4444444444444444,0.5
0x250d039cd02b6fb89637b0bb786858bd0f141d8f,0x763a4f9370ef41cd0db825adf60bb53c4a9a1bef,bajo,7,2,1,5,18,18,12168988.0,12369268.0,200280.0,30.86230324074074,sync,0.0,13.0,5.0,6.0,3.6004272039372486e+31,10.0,0.7692307692307693,0.3333333333333333
0xde7709c200ce7bb5b07f79f3fae0a4db5f569b00,0xceb75ec5c348290388e632e3e555b9267a3a475b,bajo,8,1,1,4,18,18,12583850.0,12585876.0,2026.0,0.31364583333333335,burn,1.0,9.0,3.0,7.0,2.864417696158004e+26,5.0,0.5555555555555556,0.5
0x28318d1a1d913219dd2d351ae92f06fb44df21dd,0x6754e1d9daa1986b41e6530d34384f0726a0db59,bajo,7,1,1,4,18,18,10535197.0,10539533.0,4336.0,0.6666319444444444,burn,1.0,16.0,9.0,15.0,1.5823376692861269e+24,4.0,0.25,0.5
0x26256e6e2628e0216b7d6ab7afca53b4839c8865,0xbdb84d00d489cace7b9c9fadc64397cce606f322,bajo,13,1,1,4,18,18,12285147.0,12285687.0,540.0,0.07844907407407407,burn,1.0,16.0,5.0,14.0,3.687372153074312e+30,5.0,0.3125,0.5
0x50c2e5d670e590ca1a1a505d3df220947d7b9223,0xecf96bee48be24f8ce1ea045a4f6c6cf061190e1,bajo,25,1,1,4,18,18,11640741.0,11660223.0,19482.0,2.9822800925925925,burn,1.0,30.0,5.0,28.0,1.3639654815163032e+25,5.0,0.16666666666666666,0.5
0x93e0b685ad8d7c0b6f2959a35f5257bd7bb2d4be,0x47a7168cacf04a5bf288af0316f2f6f240a4ca8a,bajo,9,1,1,4,18,18,11450475.0,11459692.0,9217.0,1.4133796296296297,burn,1.0,13.0,6.0,8.0,2.50322146655405e+21,8.0,0.6153846153846154,0.5
0x44ca7de37fe94a8a08bf98cf0d9666c39f689fed,0x66a39df646bfbee0386724deea63b0496c940196,bajo,19,1,1,4,18,18,12488075.0,12489411.0,1336.0,0.20631944444444444,burn,1.0,24.0,11.0,13.0,3.2468218089286625e+33,13.0,0.5416666666666666,0.5
0x585248d32f1e9c849d7a68bfda799c45481868c4,0xdd66a640a9f1d412c75604c489f427121312e88b,bajo,11,1,0,4,18,18,12549329.0,12565278.0,15949.0,2.466597222222222,sync,0.0,13.0,3.0,10.0,2.003960282003096e+35,6.0,0.46153846153846156,0.0
0xa969bbca15938e076d724dfb31cd747cf9077624,0xf979d80a1aa41530424b9862db13900fd49e86fb,bajo,24,1,1,4,18,18,11194669.0,11203713.0,9044.0,1.3762152777777779,burn,1.0,76.0,9.0,57.0,3.519856980175221e+23,14.0,0.18421052631578946,0.5
0x25ac3e9701d493617f7f133c320d9c163ca2a63e,0x0c0a13dad5a29d6047ae3982c7ac9118a998500d,bajo,10,1,1,4,18,18,11265030.0,11265145.0,115.0,0.016226851851851853,burn,1.0,12.0,7.0,7.0,5.251384634561662e+22,8.0,0.6666666666666666,0.5
0xa5c9249341391da2e63f7c6d45b2dcd12fb6b4c2,0xc1c256951d6ceb231782928c73ceb65dbe6a4e2e,bajo,7,1,1,4,18,18,11208411.0,11208419.0,8.0,0.0008680555555555555,burn,1.0,9.0,6.0,6.0,4.587269047899952e+21,6.0,0.6666666666666666,0.5
0x662ced7121c301878d725123a96064caef9c70e2,0x30b59089375fbcf08700e67930dc8ae4abb4fb58,bajo,10,1,1,4,18,18,11012839.0,11013109.0,270.0,0.04366898148148148,burn,1.0,14.0,5.0,10.0,3.974278238754185e+22,7.0,0.5,0.5
0x1bdc648635ffa25bded18e7234e65ab1e7d45bb1,0x6623a73b5c24b218a32b44822a3073c8a8b1ddfb,bajo,24,1,1,4,18,18,12293283.0,12427752.0,134469.0,20.760069444444444,sync,0.0,26.0,6.0,20.0,3.5877408419648364e+18,8.0,0.3076923076923077,0.5
0xfa1a2acf40ba8230ca6ef93c841615907365b7e9,0xc21005f0aaa8b7fcc6a4b584c764ddff14f1f953,bajo,22,1,1,4,18,18,10755986.0,10757343.0,1357.0,0.20543981481481483,burn,1.0,24.0,9.0,9.0,4.0371486747911e+23,18.0,0.75,0.5
0x562bd806f2619fe2c489fc699e82bf38f62f6f1b,0x942faa1b647072fe322fe66e11fe065e38a6d5ea,bajo,10,1,1,4,0,18,12158721.0,12160610.0,1889.0,0.29466435185185186,burn,1.0,11.0,5.0,9.0,297677403.0,5.0,0.45454545454545453,0.5
0xe3c065793cce751139dfea980a85f8974493a873,0xc2dcee6d3f98480e6fea715b87b6a5630a0afc05,bajo,13,1,1,4,18,18,11123976.0,11125919.0,1943.0,0.2986111111111111,burn,1.0,15.0,4.0,11.0,1.6731847265160726e+23,7.0,0.4666666666666667,0.5
0x85c357e6b241323b37850bfef0e3174f59e05e03,0xe25c1426127fa97c4a5a4b8c5479a899198cfff2,bajo,12,1,1,4,18,9,12752666.0,12754977.0,2311.0,0.3675347222222222,burn,1.0,16.0,6.0,13.0,2.1621452181727373e+20,6.0,0.375,0.5
0xddd7bbbef226d74776c2bc29cdb7f8eebf0ec661,0x8ae545aa5d2f8d8eb140b65e9a8eb2064fd5c3f2,bajo,12,1,1,4,18,18,11426702.0,11437476.0,10774.0,1.670763888888889,burn,1.0,14.0,4.0,12.0,1.773975630379169e+24,5.0,0.35714285714285715,0.5
0x45872fd64a93acb483b22254e03451135a754828,0x59fd2bb79c529fcc3c338899290a6754682c8883,bajo,22,3,1,6,18,18,10600986.0,10610937.0,9951.0,1.5246527777777779,mint,0.0,29.0,14.0,18.0,1.0000261499247408e+28,13.0,0.4482758620689655,0.25
0xc5b4ed8a2e9f67c82e3bf618e2f5cddd47927bcb,0xc2da941640e5e512d6645ee2d93157ed95b65f4a,bajo,8,1,1,4,18,18,10791534.0,10791622.0,88.0,0.01355324074074074,burn,1.0,10.0,6.0,6.0,6.134183966142812e+24,7.0,0.7,0.5
0x8bc1cd72e8d1418f6073120226e0854248ef116c,0x47512b788d4daea33a582238069bddd36d020d64,bajo,9,1,1,4,18,18,10619319.0,10619437.0,118.0,0.021875,burn,1.0,11.0,5.0,9.0,3.5869946146865924e+25,5.0,0.45454545454545453,0.5
0xe410f1b9199977bee98468f9e409e1978ab4c814,0x7c8f6d8a03a82d55e3cfaa0b527771f95b091168,bajo,17,1,1,4,18,18,10968310.0,10970243.0,1933.0,0.3057986111111111,burn,1.0,122.0,22.0,21.0,1.2160406746460573e+24,75.0,0.6147540983606558,0.5
0xe3a3776fda1de59a88b11e01cd4f488f0a8b0f2d,0x6974aa8df4cfe67016a9254b400e7d45916c910d,bajo,18,1,1,4,18,18,12612014.0,12615608.0,3594.0,0.5656134259259259,burn,1.0,19.0,3.0,18.0,1.1093311404149229e+33,4.0,0.21052631578947367,0.5
0xa53bd174e81abbe31a29b674d4b1d4047eb109e6,0x6022272c5cfc1384550a1316effff6258d714f86,bajo,10,1,1,4,18,18,12592646.0,12592797.0,151.0,0.02162037037037037,burn,1.0,13.0,6.0,10.0,2.5483204013516362e+33,6.0,0.46153846153846156,0.5
0xd4d08b4c7ef3efca25bc85d882aed5f8eb776259,0x2a528bd4c49486ad48581739bbb3bd83d1b7d346,bajo,18,1,1,4,18,18,13075931.0,13076004.0,73.0,0.011886574074074074,burn,1.0,20.0,7.0,13.0,4.562814586333926e+23,9.0,0.45,0.5
0xb4227d3a8f5bb914d6320d0e3efa71776ddc8f58,0xf6b76aa49f8535238f06850fd93e5ea27a378751,bajo,8,1,1,4,18,18,10972762.0,10972968.0,206.0,0.03329861111111111,burn,1.0,9.0,5.0,7.0,2.1028357389953946e+24,5.0,0.5555555555555556,0.5
0xdff5ee7b0234a6e3c4f3cf2975c0d236da21f263,0x5b0b96c59c00a04c227d6deb6c778d6bc59b83bf,bajo,10,5,0,10,18,18,11452098.0,11456779.0,4681.0,0.7156712962962963,sync,0.0,12.0,5.0,5.0,1.3369924117547016e+19,10.0,0.8333333333333334,0.0
0x3e4b8ec9c2e7c9ffe3b0d95bc496354ac8b084b1,0x57615e37fe8f6a75e43a4fe5e70d2ba7dba8b9ad,bajo,12,1,1,6,18,18,12593065.0,12593363.0,298.0,0.040115740740740743,sync,0.0,21.0,7.0,11.0,3.999553170754673e+32,13.0,0.6190476190476191,0.5
0x421c3a02e68425d9217bbad4856a8d0a2c7230d3,0x8e601412e77d2d9cc4d07b0778ba8f72683cb9c2,bajo,7,1,1,4,18,18,10727584.0,10727832.0,248.0,0.037349537037037035,burn,1.0,9.0,5.0,5.0,6.136828836034272e+22,7.0,0.7777777777777778,0.5
0x02f6fe373f17b082c33ced17f48c36b6a8335ba7,0x4083ea47cbbcc2c39ed9803ea5bba88b15f9d23f,bajo,6,1,1,4,18,18,10851814.0,10852858.0,1044.0,0.16145833333333334,burn,1.0,9.0,4.0,6.0,1.401e+22,6.0,0.6666666666666666,0.5
0xb938a6668629023f82ccfa8dbaed43024ab4fa50,0x44d9b9a3dae40b3dec380157f631f3988f249b05,bajo,11,1,1,4,18,18,11184797.0,11191654.0,6857.0,1.0563773148148148,burn,1.0,13.0,6.0,8.0,4.9412073578633315e+25,8.0,0.6153846153846154,0.5
0xa1921aab359753378fc065085aef6c594a245386,0xf6c4c1259ba6defe5120fb782b923ca3170d2357,bajo,7,1,1,4,18,18,10463465.0,10463519.0,54.0,0.00755787037037037,sync,0.0,9.0,5.0,7.0,1.20490093568859e+25,5.0,0.5555555555555556,0.5
0xb77f3dfeb8cc0893ca704d571cfa358ed4dcbaad,0x82b611baf543dc08115ad3d1b5fb6a9f48739647,bajo,23,1,1,4,18,18,12477693.0,12479730.0,2037.0,0.3127314814814815,burn,1.0,27.0,6.0,17.0,3.445268422260266e+29,10.0,0.37037037037037035,0.5
0x34299d2076566589a892039bf46d7d45bd0fb4a1,0x18ed2be11535f3179bd4f7e9a5a1438ef462270b,bajo,9,2,1,6,18,18,10780831.0,12373372.0,1592541.0,245.0195486111111,sync,0.0,11.0,4.0,4.0,4.534767583219626e+23,10.0,0.9090909090909091,0.3333333333333333
0x0377065048d8262e0c21e7590ad981540d2e0d64,0x65e31d768cba67d8d11fe7df054addcd4e97bdf3,bajo,14,1,1,4,18,18,12319092.0,12319189.0,97.0,0.014537037037037038,burn,1.0,17.0,5.0,13.0,2.9973644710581366e+30,7.0,0.4117647058823529,0.5
0xfe53647cbe7f1b9dfc71bad7ffc00e5fdbf6f798,0xc6116bfae73c6bb8bec70b24caa75f12e2288b57,bajo,19,1,1,4,18,18,12590473.0,12590542.0,69.0,0.009155092592592593,burn,1.0,22.0,7.0,17.0,2.5375512966173127e+33,8.0,0.36363636363636365,0.5
0x6bdbf5739d26d3ac9013a21e8c56bb311cd4d421,0xe306cd1a5e74c9a8172dc3075686619189314408,bajo,25,1,1,4,18,18,13009906.0,13010269.0,363.0,0.056921296296296296,burn,1.0,27.0,4.0,19.0,2.9443622085590995e+30,10.0,0.37037037037037035,0.5
0x95ca25e79d2357f14121d33e5c462b7de6f81038,0x00e25f0fd5d6a36c252398ca14f3f29128cf5bf9,bajo,24,1,1,4,18,18,12477023.0,12483441.0,6418.0,1.0040625,burn,1.0,26.0,4.0,25.0,2.574610229407763e+26,4.0,0.15384615384615385,0.5
0x3a33d1808a7b650f50780d8b8eab6c847fb1f945,0x6db741c5739fb79b89f45ff980eb7fe85279b78b,bajo,18,1,1,4,18,18,10581757.0,10581954.0,197.0,0.034722222222222224,burn,1.0,23.0,13.0,12.0,2.115425443246151e+25,14.0,0.6086956521739131,0.5
0x8956614bbf6b500528e47ebc11b155af28c0dc05,0xf62776b40917fb253e2c4173f2d8b0031207abf8,bajo,14,3,0,4,18,18,12817012.0,12897760.0,80748.0,12.639594907407407,sync,0.0,248.0,21.0,163.0,1.6151745595562925e+17,19.0,0.07661290322580645,0.0
0xfd13804c27e0963ddbbe0cffbf5e0fb8566af4b2,0x980a74d04e0c45d38b437c6930b853c1d7bf6914,bajo,14,1,1,4,18,18,11213492.0,11218019.0,4527.0,0.7002083333333333,burn,1.0,16.0,9.0,8.0,2.2134590889360894e+22,11.0,0.6875,0.5
0x46b7f238e06b9f7a6e886564ab249ab6252d6b3c,0xb698401a5c935861d9cdf897643a2cdb8d218b63,bajo,12,2,2,7,18,18,13156249.0,13187933.0,31684.0,4.899097222222222,mint,0.0,18.0,10.0,10.0,4.482555590453557e+16,11.0,0.6111111111111112,0.6666666666666666
0x86b0cf4339cd8a4f11b2a9f96ffd0bac8f47a233,0xf832fc4b41a6e44bdfb02ac1e35fa09c6fd2a8b2,bajo,14,1,1,4,18,18,11010882.0,11011110.0,228.0,0.030069444444444444,burn,1.0,16.0,4.0,14.0,2.8450796353340804e+24,5.0,0.3125,0.5
0x1402bab1f300e22e9d0a12d960d3f13ae4a2e069,0x1c08714404a9b450cfdf5e5f11e38bfea2c5ab19,bajo,17,1,1,4,18,18,10652600.0,10652630.0,30.0,0.0044444444444444444,burn,1.0,21.0,9.0,13.0,613.0,11.0,0.5238095238095238,0.5
0x69e9f44ef8c4345b608654b14e032850a1288e7b,0x89cab03ed60844ddba9b81ebb1bf615346f272e5,bajo,25,1,1,4,18,18,12461778.0,12461916.0,138.0,0.020555555555555556,burn,1.0,27.0,10.0,19.0,2.2582773101257875e+33,11.0,0.4074074074074074,0.5
0xe30b7f81eaebdcc9013e37409296e9f634c0e439,0x59e62a33d6f53b17046c9367bef22240ce3a2079,bajo,15,1,1,4,18,18,10770106.0,10774940.0,4834.0,0.7318402777777778,burn,1.0,17.0,4.0,16.0,8.522456720025362e+22,4.0,0.23529411764705882,0.5
0x2165bc10378fdf7e375912107e4fe7d509f05aeb,0x86165b4b86276bbbcce2e9abeacde07a67f8b960,bajo,6,1,1,4,18,18,10475039.0,10475127.0,88.0,0.015196759259259259,burn,1.0,14.0,6.0,6.0,4.43899507036726e+23,11.0,0.7857142857142857,0.5
0x1bfb06f30c69af22492a8674c384731a088a97fb,0x2292225f79681bd8af33242960f7fe7063872cb7,bajo,19,1,1,4,18,18,11169212.0,11171608.0,2396.0,0.3668518518518519,burn,1.0,88.0,5.0,74.0,7.466085942721871e+23,9.0,0.10227272727272728,0.5
0x931957eb86d98b164df82b7181c81998bd15aa0e,0x093e47b551e5d6180005162383757941e55ddf41,bajo,8,1,1,4,18,18,12616311.0,12616649.0,338.0,0.049421296296296297,burn,1.0,11.0,5.0,9.0,2.9879839848087803e+30,5.0,0.45454545454545453,0.5
0x342aaefb0ed11b5eb9df5e240cc635ee57a47d7d,0x56b638ffe147a11224503d7f5d8dd5b351b78313,bajo,17,1,1,4,18,18,12505736.0,12511137.0,5401.0,0.8348842592592592,burn,1.0,19.0,7.0,11.0,1.9887697401701994e+31,10.0,0.5263157894736842,0.5
0xa18d2bbf38724bb0e67393867b4dffe714a9ca4f,0x60777cb40dbeb7189cf58f85158079565ff9a773,bajo,20,1,0,4,18,18,12612655.0,12612861.0,206.0,0.033483796296296296,sync,0.0,25.0,9.0,18.0,1.1000043173725647e+34,10.0,0.4,0.0
0x0f0e86d5e9ef4d23c645452a682c56e9f8be511f,0xb9c952045c663bf0210814072b0cbefdd08e4ff0,bajo,19,1,1,4,18,18,11117381.0,11118388.0,1007.0,0.15393518518518517,burn,1.0,23.0,6.0,14.0,1.855759006533876e+23,9.0,0.391304347826087,0.5
0x59d13594573be6139cca46c0bc604b469e0be643,0xa9672e3bbdef9e184bca35df91edb75865e2844a,bajo,19,1,1,4,18,18,13084023.0,13084066.0,43.0,0.008032407407407408,burn,1.0,31.0,9.0,24.0,2.0403613964852335e+26,10.0,0.3225806451612903,0.5
0x5b768efb9203d08562b20d9e04bd09deb7e1d3c4,0xb40183f42d7809e8921adece2d61a0961f9a8414,bajo,15,1,1,4,18,18,11016316.0,11016556.0,240.0,0.03869212962962963,burn,1.0,17.0,4.0,13.0,3.659312221430573e+24,7.0,0.4117647058823529,0.5
0x7f307a19b81680c02d18b3930ba9df77e47c787b,0x153598987c32686e2d30266c7bfbef2fbf3be411,bajo,21,1,1,4,18,18,11167734.0,11168479.0,745.0,0.11405092592592593,burn,1.0,23.0,5.0,18.0,1.2927625270359457e+23,8.0,0.34782608695652173,0.5
0xb1c73ad24a980724847d315dd5ee4130477e6fb7,0x4ba2538b2bfb31c9258db9103b99b68aa6de9109,bajo,8,1,1,4,18,18,12690220.0,12691210.0,990.0,0.1566898148148148,burn,1.0,11.0,4.0,10.0,3.7365424084841467e+24,4.0,0.36363636363636365,0.5
0xb3941a9c6b7c1752f7034639d19d499eb8ed85db,0xee5947ad2afeb9aa614d20b97b16fb9f628626cd,bajo,16,1,1,4,18,18,12442593.0,12444489.0,1896.0,0.30211805555555554,burn,1.0,20.0,6.0,13.0,2.1212464824254482e+33,9.0,0.45,0.5
0xf69303bfdecb732bbb7e4d25949022c805aa849e,0xf6ad681d9048efa2e0f6f6b6c3c8d9b9548827b5,bajo,7,1,1,4,18,18,10956766.0,10966904.0,10138.0,1.5826041666666666,burn,1.0,9.0,6.0,6.0,204384202753.0,6.0,0.6666666666666666,0.5
0x8730ac8915537c1ae52db1415b10ca358d820188,0x23621e93f9d955724dac617e964bc5b8e02b841d,bajo,16,1,1,4,18,18,11185687.0,11185742.0,55.0,0.006516203703703704,burn,1.0,18.0,7.0,12.0,1.5943738375202242e+25,9.0,0.5,0.5
0xdc86f6d93db48ec159c1fdc90ae11b7439ccbae9,0x378d85a331be27af499c14ca3a047266e1d3cb20,bajo,7,1,1,4,18,18,10728212.0,10728695.0,483.0,0.07001157407407407,burn,1.0,9.0,4.0,7.0,9.76090722832387e+24,5.0,0.5555555555555556,0.5
